ZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT,VORJAHRESWERT,VERAEND_VORMONAT_PROZENT,VERAEND_VORJAHRESMONAT_PROZENT,ZWOELF_MONATE_MITTELWERT
Übernachtungen,Ausland,2013,201312,519395,492607,"16,98","5,44",527740
Übernachtungen,Ausland,2013,201311,444018,427365,"-24,76","3,9",525508
Übernachtungen,Ausland,2013,201310,590122,561556,"-11,79","5,09",524120
Übernachtungen,Ausland,2013,201309,668974,626941,"-4,3","6,7",521740
Übernachtungen,Ausland,2013,201308,699022,601744,"13,09","16,17",518237
Übernachtungen,Ausland,2013,201307,618085,649719,"9,73","-4,87",510130
Übernachtungen,Ausland,2013,201306,563279,538595,"6,06","4,58",512767
Übernachtungen,Ausland,2013,201305,531105,502550,"2,48","5,68",510710
Übernachtungen,Ausland,2013,201304,518258,443502,"20,27","16,86",508330
Übernachtungen,Ausland,2013,201303,430928,396194,"13,99","8,77",502100
Übernachtungen,Ausland,2013,201302,378036,312977,"1,72","20,79",499206
Übernachtungen,Ausland,2013,201301,371661,364601,"-24,55","1,94",493784
Übernachtungen,Ausland,2012,201212,492607,462320,"15,27","6,55",493196
Übernachtungen,Ausland,2012,201211,427365,390535,"-23,9","9,43",490672
Übernachtungen,Ausland,2012,201210,561556,501713,"-10,43","11,93",487603
Übernachtungen,Ausland,2012,201209,626941,631675,"4,19","-0,75",482616
Übernachtungen,Ausland,2012,201208,601744,521909,"-7,38","15,3",483010
Übernachtungen,Ausland,2012,201207,649719,647187,"20,63","0,39",476358
Übernachtungen,Ausland,2012,201206,538595,474844,"7,17","13,43",476147
Übernachtungen,Ausland,2012,201205,502550,433429,"13,31","15,95",470834
Übernachtungen,Ausland,2012,201204,443502,399052,"11,94","11,14",465074
Übernachtungen,Ausland,2012,201203,396194,341392,"26,59","16,05",461370
Übernachtungen,Ausland,2012,201202,312977,334742,"-14,16","-6,5",456803
Übernachtungen,Ausland,2012,201201,364601,311396,"-21,14","17,09",458617
Übernachtungen,Ausland,2011,201112,462320,422344,"18,38","9,47",454183
Übernachtungen,Ausland,2011,201111,390535,370083,"-22,16","5,53",450852
Übernachtungen,Ausland,2011,201110,501713,479277,"-20,57","4,68",449147
Übernachtungen,Ausland,2011,201109,631675,623179,"21,03","1,36",447278
Übernachtungen,Ausland,2011,201108,521909,532416,"-19,36","-1,97",446570
Übernachtungen,Ausland,2011,201107,647187,649631,"36,29","-0,38",447445
Übernachtungen,Ausland,2011,201106,474844,475046,"9,56","-0,04",447649
Übernachtungen,Ausland,2011,201105,433429,399699,"8,61","8,44",447666
Übernachtungen,Ausland,2011,201104,399052,409284,"16,89","-2,5",444855
Übernachtungen,Ausland,2011,201103,341392,334057,"1,99","2,2",445707
Übernachtungen,Ausland,2011,201102,334742,314076,"7,5","6,58",445096
Übernachtungen,Ausland,2011,201101,311396,250805,"-26,27","24,16",443374
Übernachtungen,Ausland,2010,201012,422344,388789,"14,12","8,63",438325
Übernachtungen,Ausland,2010,201011,370083,308450,"-22,78","19,98",435529
Übernachtungen,Ausland,2010,201010,479277,429060,"-23,09","11,7",430392
Übernachtungen,Ausland,2010,201009,623179,510490,"17,05","22,07",426208
Übernachtungen,Ausland,2010,201008,532416,468071,"-18,04","13,75",416817
Übernachtungen,Ausland,2010,201007,649631,503256,"36,75","29,09",411455
Übernachtungen,Ausland,2010,201006,475046,355479,"18,85","33,64",399257
Übernachtungen,Ausland,2010,201005,399699,379421,"-2,34","5,34",389293
Übernachtungen,Ausland,2010,201004,409284,314872,"22,52","29,98",387603
Übernachtungen,Ausland,2010,201003,334057,281350,"6,36","18,73",379736
Übernachtungen,Ausland,2010,201002,314076,247333,"25,23","26,99",375343
Übernachtungen,Ausland,2010,201001,250805,253738,"-35,49","-1,16",369781
Übernachtungen,Ausland,2009,200912,388789,345325,"26,05","12,59",370026
Übernachtungen,Ausland,2009,200911,308450,295855,"-28,11","4,26",366404
Übernachtungen,Ausland,2009,200910,429060,420007,"-15,95","2,16",365354
Übernachtungen,Ausland,2009,200909,510490,481079,"9,06","6,11",364600
Übernachtungen,Ausland,2009,200908,468071,535031,"-6,99","-12,52",362149
Übernachtungen,Ausland,2009,200907,503256,511395,"41,57","-1,59",367729
Übernachtungen,Ausland,2009,200906,355479,403471,"-6,31","-11,89",368407
Übernachtungen,Ausland,2009,200905,379421,368058,"20,5","3,09",372406
Übernachtungen,Ausland,2009,200904,314872,347468,"11,91","-9,38",371460
Übernachtungen,Ausland,2009,200903,281350,308313,"13,75","-8,75",374176
Übernachtungen,Ausland,2009,200902,247333,266620,"-2,52","-7,23",376423
Übernachtungen,Ausland,2009,200901,253738,280784,"-26,52","-9,63",378030
Übernachtungen,Ausland,2008,200812,345325,363169,"16,72","-4,91",380284
Übernachtungen,Ausland,2008,200811,295855,306519,"-29,56","-3,48",381771
Übernachtungen,Ausland,2008,200810,420007,418152,"-12,69","0,44",382660
Übernachtungen,Ausland,2008,200809,481079,503716,"-10,08","-4,49",382505
Übernachtungen,Ausland,2008,200808,535031,529456,"4,62","1,05",384391
Übernachtungen,Ausland,2008,200807,511395,477733,"26,75","7,05",383927
Übernachtungen,Ausland,2008,200806,403471,381454,"9,62","5,77",381122
Übernachtungen,Ausland,2008,200805,368058,339020,"5,93","8,57",379287
Übernachtungen,Ausland,2008,200804,347468,390581,"12,7","-11,04",376867
Übernachtungen,Ausland,2008,200803,308313,309237,"15,64","-0,3",380460
Übernachtungen,Ausland,2008,200802,266620,266434,"-5,04","0,07",380537
Übernachtungen,Ausland,2008,200801,280784,235603,"-22,69","19,18",380521
Übernachtungen,Ausland,2007,200712,363169,334288,"18,48","8,64",376756
Übernachtungen,Ausland,2007,200711,306519,295655,"-26,7","3,67",374349
Übernachtungen,Ausland,2007,200710,418152,368685,"-16,99","13,42",373444
Übernachtungen,Ausland,2007,200709,503716,482614,"-4,86","4,37",369322
Übernachtungen,Ausland,2007,200708,529456,457733,"10,83","15,67",367563
Übernachtungen,Ausland,2007,200707,477733,476406,"25,24","0,28",361586
Übernachtungen,Ausland,2007,200706,381454,417737,"12,52","-8,69",361476
Übernachtungen,Ausland,2007,200705,339020,341915,"-13,2","-0,85",364499
Übernachtungen,Ausland,2007,200704,390581,290879,"26,3","34,28",364741
Übernachtungen,Ausland,2007,200703,309237,273396,"16,07","13,11",356432
Übernachtungen,Ausland,2007,200702,266434,207527,"13,09","28,39",353445
Übernachtungen,Ausland,2007,200701,235603,230095,"-29,52","2,39",348537
Übernachtungen,Ausland,2006,200612,334288,,"13,07",,348078
Übernachtungen,Ausland,2006,200611,295655,,"-19,81",,349331
Übernachtungen,Ausland,2006,200610,368685,,"-23,61",,354699
Übernachtungen,Ausland,2006,200609,482614,,"5,44",,353145
Übernachtungen,Ausland,2006,200608,457733,,"-3,92",,336961
Übernachtungen,Ausland,2006,200607,476406,,"14,04",,319708
Übernachtungen,Ausland,2006,200606,417737,,"22,18",,293592
Übernachtungen,Ausland,2006,200605,341915,,"17,55",,268762
Übernachtungen,Ausland,2006,200604,290879,,"6,39",,250474
Übernachtungen,Ausland,2006,200603,273396,,"31,74",,237006
Übernachtungen,Ausland,2006,200602,207527,,"-9,81",,218811
Übernachtungen,Ausland,2006,200601,230095,,,,230095
Übernachtungen,Inland,2017,201707,772537,698145,"18,43","10,66",618851
Übernachtungen,Inland,2017,201706,652301,632173,"-2,01","3,18",612652
Übernachtungen,Inland,2017,201705,665714,642357,"9,68","3,64",610975
Übernachtungen,Inland,2017,201704,606945,647616,"2,52","-6,28",609028
Übernachtungen,Inland,2017,201703,592031,626809,"16,98","-5,55",612417
Übernachtungen,Inland,2017,201702,506081,498458,"-2,3","1,53",615316
Übernachtungen,Inland,2017,201701,517969,447768,"-8,77","15,68",614680
Übernachtungen,Inland,2016,201612,567790,533904,"-3,08","6,35",608830
Übernachtungen,Inland,2016,201611,585814,571901,"-20,21","2,43",606006
Übernachtungen,Inland,2016,201610,734204,692642,"17,93",6,604847
Übernachtungen,Inland,2016,201609,622562,592824,"3,37","5,02",601384
Übernachtungen,Inland,2016,201608,602267,654440,"-13,73","-7,97",598905
Übernachtungen,Inland,2016,201607,698145,692820,"10,44","0,77",603253
Übernachtungen,Inland,2016,201606,632173,633192,"-1,59","-0,16",602809
Übernachtungen,Inland,2016,201605,642357,634151,"-0,81","1,29",602894
Übernachtungen,Inland,2016,201604,647616,556456,"3,32","16,38",602210
Übernachtungen,Inland,2016,201603,626809,569454,"25,75","10,07",594614
Übernachtungen,Inland,2016,201602,498458,475267,"11,32","4,88",589834
Übernachtungen,Inland,2016,201601,447768,474302,"-16,13","-5,59",587902
Übernachtungen,Inland,2015,201512,533904,542752,"-6,64","-1,63",590113
Übernachtungen,Inland,2015,201511,571901,548817,"-17,43","4,21",590850
Übernachtungen,Inland,2015,201510,692642,681834,"16,84","1,59",588926
Übernachtungen,Inland,2015,201509,592824,591139,"-9,42","0,29",588026
Übernachtungen,Inland,2015,201508,654440,635578,"-5,54","2,97",587885
Übernachtungen,Inland,2015,201507,692820,649032,"9,42","6,75",586314
Übernachtungen,Inland,2015,201506,633192,572127,"-0,15","10,67",582665
Übernachtungen,Inland,2015,201505,634151,600507,"13,96","5,6",577576
Übernachtungen,Inland,2015,201504,556456,558024,"-2,28","-0,28",574772
Übernachtungen,Inland,2015,201503,569454,525918,"19,82","8,28",574903
Übernachtungen,Inland,2015,201502,475267,450997,"0,2","5,38",571275
Übernachtungen,Inland,2015,201501,474302,425605,"-12,61","11,44",569252
Übernachtungen,Inland,2014,201412,542752,480844,"-1,11","12,87",565194
Übernachtungen,Inland,2014,201411,548817,517498,"-19,51","6,05",560035
Übernachtungen,Inland,2014,201410,681834,653159,"15,34","4,39",557425
Übernachtungen,Inland,2014,201409,591139,570902,"-6,99","3,54",555036
Übernachtungen,Inland,2014,201408,635578,589291,"-2,07","7,85",553349
Übernachtungen,Inland,2014,201407,649032,633297,"13,44","2,48",549492
Übernachtungen,Inland,2014,201406,572127,567666,"-4,73","0,79",548181
Übernachtungen,Inland,2014,201405,600507,584916,"7,61","2,67",547809
Übernachtungen,Inland,2014,201404,558024,541895,"6,1","2,98",546510
Übernachtungen,Inland,2014,201403,525918,537522,"16,61","-2,16",545166
Übernachtungen,Inland,2014,201402,450997,443808,"5,97","1,62",546133
Übernachtungen,Inland,2014,201401,425605,452636,"-11,49","-5,97",545534
Übernachtungen,Inland,2013,201312,480844,508280,"-7,08","-5,4",547786
Übernachtungen,Inland,2013,201311,517498,528260,"-20,77","-2,04",550073
Übernachtungen,Inland,2013,201310,653159,649401,"14,41","0,58",550969
Übernachtungen,Inland,2013,201309,570902,622167,"-3,12","-8,24",550656
Übernachtungen,Inland,2013,201308,589291,559492,"-6,95","5,33",554928
Übernachtungen,Inland,2013,201307,633297,631352,"11,56","0,31",552445
Übernachtungen,Inland,2013,201306,567666,544589,"-2,95","4,24",552283
Übernachtungen,Inland,2013,201305,584916,568070,"7,94","2,97",550360
Übernachtungen,Inland,2013,201304,541895,523524,"0,81","3,51",548956
Übernachtungen,Inland,2013,201303,537522,507733,"21,12","5,87",547425
Übernachtungen,Inland,2013,201302,443808,417339,"-1,95","6,34",544943
Übernachtungen,Inland,2013,201301,452636,393814,"-10,95","14,94",542737
Übernachtungen,Inland,2012,201212,508280,468783,"-3,78","8,43",537835
Übernachtungen,Inland,2012,201211,528260,511310,"-18,65","3,32",534544
Übernachtungen,Inland,2012,201210,649401,638966,"4,38","1,63",533131
Übernachtungen,Inland,2012,201209,622167,570937,"11,2","8,97",532262
Übernachtungen,Inland,2012,201208,559492,547217,"-11,38","2,24",527992
Übernachtungen,Inland,2012,201207,631352,630672,"15,93","0,11",526970
Übernachtungen,Inland,2012,201206,544589,550860,"-4,13","-1,14",526913
Übernachtungen,Inland,2012,201205,568070,561914,"8,51","1,1",527435
Übernachtungen,Inland,2012,201204,523524,504928,"3,11","3,68",526922
Übernachtungen,Inland,2012,201203,507733,471993,"21,66","7,57",525373
Übernachtungen,Inland,2012,201202,417339,409746,"5,97","1,85",522394
Übernachtungen,Inland,2012,201201,393814,426519,"-15,99","-7,67",521762
Übernachtungen,Inland,2011,201112,468783,427712,"-8,32","9,6",524487
Übernachtungen,Inland,2011,201111,511310,458534,"-19,98","11,51",521065
Übernachtungen,Inland,2011,201110,638966,600884,"11,92","6,34",516667
Übernachtungen,Inland,2011,201109,570937,562235,"4,33","1,55",513493
Übernachtungen,Inland,2011,201108,547217,528346,"-13,23","3,57",512768
Übernachtungen,Inland,2011,201107,630672,568105,"14,49","11,01",511195
Übernachtungen,Inland,2011,201106,550860,491751,"-1,97","12,02",505981
Übernachtungen,Inland,2011,201105,561914,558476,"11,29","0,62",501056
Übernachtungen,Inland,2011,201104,504928,474447,"6,98","6,42",500769
Übernachtungen,Inland,2011,201103,471993,488154,"15,19","-3,31",498229
Übernachtungen,Inland,2011,201102,409746,397881,"-3,93","2,98",499576
Übernachtungen,Inland,2011,201101,426519,340110,"-0,28","25,41",498587
Übernachtungen,Inland,2010,201012,427712,414986,"-6,72","3,07",491386
Übernachtungen,Inland,2010,201011,458534,435938,"-23,69","5,18",490326
Übernachtungen,Inland,2010,201010,600884,566265,"6,87","6,11",488443
Übernachtungen,Inland,2010,201009,562235,498962,"6,41","12,68",485558
Übernachtungen,Inland,2010,201008,528346,464256,-7,"13,8",480285
Übernachtungen,Inland,2010,201007,568105,554583,"15,53","2,44",474944
Übernachtungen,Inland,2010,201006,491751,432947,"-11,95","13,58",473817
Übernachtungen,Inland,2010,201005,558476,532300,"17,71","4,92",468917
Übernachtungen,Inland,2010,201004,474447,426662,"-2,81","11,2",466736
Übernachtungen,Inland,2010,201003,488154,428009,"22,69","14,05",462754
Übernachtungen,Inland,2010,201002,397881,356850,"16,99","11,5",457742
Übernachtungen,Inland,2010,201001,340110,369936,"-18,04","-8,06",454322
Übernachtungen,Inland,2009,200912,414986,391973,"-4,81","5,87",456808
Übernachtungen,Inland,2009,200911,435938,420910,"-23,02","3,57",454890
Übernachtungen,Inland,2009,200910,566265,547100,"13,49","3,5",453638
Übernachtungen,Inland,2009,200909,498962,509210,"7,48","-2,01",452041
Übernachtungen,Inland,2009,200908,464256,436502,"-16,29","6,36",452895
Übernachtungen,Inland,2009,200907,554583,499166,"28,09","11,1",450582
Übernachtungen,Inland,2009,200906,432947,454631,"-18,66","-4,77",445964
Übernachtungen,Inland,2009,200905,532300,506449,"24,76","5,1",447771
Übernachtungen,Inland,2009,200904,426662,440261,"-0,31","-3,09",445617
Übernachtungen,Inland,2009,200903,428009,395195,"19,94","8,3",446750
Übernachtungen,Inland,2009,200902,356850,354822,"-3,54","0,57",444015
Übernachtungen,Inland,2009,200901,369936,325046,"-5,62","13,81",443846
Übernachtungen,Inland,2008,200812,391973,389194,"-6,87","0,71",440105
Übernachtungen,Inland,2008,200811,420910,425761,"-23,07","-1,14",439874
Übernachtungen,Inland,2008,200810,547100,500480,"7,44","9,32",440278
Übernachtungen,Inland,2008,200809,509210,454658,"16,66",12,436393
Übernachtungen,Inland,2008,200808,436502,441470,"-12,55","-1,13",431847
Übernachtungen,Inland,2008,200807,499166,463787,"9,8","7,63",432261
Übernachtungen,Inland,2008,200806,454631,418165,"-10,23","8,72",429313
Übernachtungen,Inland,2008,200805,506449,438417,"15,03","15,52",426274
Übernachtungen,Inland,2008,200804,440261,396188,"11,4","11,12",420605
Übernachtungen,Inland,2008,200803,395195,416916,"11,38","-5,21",416932
Übernachtungen,Inland,2008,200802,354822,323880,"9,16","9,55",418742
Übernachtungen,Inland,2008,200801,325046,339215,"-16,48","-4,18",416164
Übernachtungen,Inland,2007,200712,389194,375394,"-8,59","3,68",417344
Übernachtungen,Inland,2007,200711,425761,369828,"-14,93","15,12",416194
Übernachtungen,Inland,2007,200710,500480,492981,"10,08","1,52",411533
Übernachtungen,Inland,2007,200709,454658,452646,"2,99","0,44",410908
Übernachtungen,Inland,2007,200708,441470,414698,"-4,81","6,46",410741
Übernachtungen,Inland,2007,200707,463787,436521,"10,91","6,25",408510
Übernachtungen,Inland,2007,200706,418165,310909,"-4,62","34,5",406237
Übernachtungen,Inland,2007,200705,438417,472172,"10,66","-7,15",397299
Übernachtungen,Inland,2007,200704,396188,384512,"-4,97","3,04",400112
Übernachtungen,Inland,2007,200703,416916,388249,"28,73","7,38",399139
Übernachtungen,Inland,2007,200702,323880,305864,"-4,52","5,89",396750
Übernachtungen,Inland,2007,200701,339215,297512,"-9,64","14,02",395249
Übernachtungen,Inland,2006,200612,375394,,"1,51",,391774
Übernachtungen,Inland,2006,200611,369828,,"-24,98",,393263
Übernachtungen,Inland,2006,200610,492981,,"8,91",,395606
Übernachtungen,Inland,2006,200609,452646,,"9,15",,384787
Übernachtungen,Inland,2006,200608,414698,,-5,,376305
Übernachtungen,Inland,2006,200607,436521,,"40,4",,370820
Übernachtungen,Inland,2006,200606,310909,,"-34,15",,359870
Übernachtungen,Inland,2006,200605,472172,,"22,8",,369662
Übernachtungen,Inland,2006,200604,384512,,"-0,96",,344034
Übernachtungen,Inland,2006,200603,388249,,"26,94",,330542
Übernachtungen,Inland,2006,200602,305864,,"2,81",,301688
Übernachtungen,Inland,2006,200601,297512,,,,297512
Übernachtungen,insgesamt,2017,201707,1575411,1391118,"26,86","13,25",1191022
Übernachtungen,insgesamt,2017,201706,1241886,1218464,"-2,12","1,92",1175664
Übernachtungen,insgesamt,2017,201705,1268809,1198157,"8,92","5,9",1173712
Übernachtungen,insgesamt,2017,201704,1164922,1222930,"10,41","-4,74",1167825
Übernachtungen,insgesamt,2017,201703,1055130,1112528,"10,97","-5,16",1172659
Übernachtungen,insgesamt,2017,201702,950850,889363,"2,35","6,91",1177442
Übernachtungen,insgesamt,2017,201701,929058,888551,"-17,58","4,56",1172318
Übernachtungen,insgesamt,2016,201612,1127188,1100988,"7,28","2,38",1168942
Übernachtungen,insgesamt,2016,201611,1050653,1041678,"-19,63","0,86",1166759
Übernachtungen,insgesamt,2016,201610,1307204,1327186,"-2,54","-1,51",1166011
Übernachtungen,insgesamt,2016,201609,1341337,1350978,"4,81","-0,71",1167676
Übernachtungen,insgesamt,2016,201608,1279813,1480624,-8,"-13,56",1168480
Übernachtungen,insgesamt,2016,201607,1391118,1432845,"14,17","-2,91",1185214
Übernachtungen,insgesamt,2016,201606,1218464,1216888,"1,69","0,13",1188691
Übernachtungen,insgesamt,2016,201605,1198157,1221023,"-2,03","-1,87",1188560
Übernachtungen,insgesamt,2016,201604,1222930,1066590,"9,92","14,66",1190465
Übernachtungen,insgesamt,2016,201603,1112528,1028857,"25,09","8,13",1177437
Übernachtungen,insgesamt,2016,201602,889363,894082,"0,09","-0,53",1170464
Übernachtungen,insgesamt,2016,201601,888551,894229,"-19,3","-0,63",1170858
Übernachtungen,insgesamt,2015,201512,1100988,1108984,"5,69","-0,72",1171331
Übernachtungen,insgesamt,2015,201511,1041678,1018540,"-21,51","2,27",1171997
Übernachtungen,insgesamt,2015,201510,1327186,1276978,"-1,76","3,93",1170069
Übernachtungen,insgesamt,2015,201509,1350978,1268747,"-8,76","6,48",1165885
Übernachtungen,insgesamt,2015,201508,1480624,1411681,"3,33","4,88",1159032
Übernachtungen,insgesamt,2015,201507,1432845,1297672,"17,75","10,42",1153287
Übernachtungen,insgesamt,2015,201506,1216888,1139118,"-0,34","6,83",1142023
Übernachtungen,insgesamt,2015,201505,1221023,1199518,"14,48","1,79",1135542
Übernachtungen,insgesamt,2015,201504,1066590,1072731,"3,67","-0,57",1133750
Übernachtungen,insgesamt,2015,201503,1028857,972536,"15,07","5,79",1134261
Übernachtungen,insgesamt,2015,201502,894082,804339,"-0,02","11,16",1129568
Übernachtungen,insgesamt,2015,201501,894229,859529,"-19,37","4,04",1122089
Übernachtungen,insgesamt,2014,201412,1108984,1000239,"8,88","10,87",1119198
Übernachtungen,insgesamt,2014,201411,1018540,961516,"-20,24","5,93",1110136
Übernachtungen,insgesamt,2014,201410,1276978,1243281,"0,65","2,71",1105384
Übernachtungen,insgesamt,2014,201409,1268747,1239876,"-10,13","2,33",1102576
Übernachtungen,insgesamt,2014,201408,1411681,1288313,"8,79","9,58",1100170
Übernachtungen,insgesamt,2014,201407,1297672,1251382,"13,92","3,7",1089889
Übernachtungen,insgesamt,2014,201406,1139118,1130945,"-5,04","0,72",1086032
Übernachtungen,insgesamt,2014,201405,1199518,1116021,"11,82","7,48",1085350
Übernachtungen,insgesamt,2014,201404,1072731,1060153,"10,3","1,19",1078392
Übernachtungen,insgesamt,2014,201403,972536,968450,"20,91","0,42",1077344
Übernachtungen,insgesamt,2014,201402,804339,821844,"-6,42","-2,13",1077004
Übernachtungen,insgesamt,2014,201401,859529,824297,"-14,07","4,27",1078462
Übernachtungen,insgesamt,2013,201312,1000239,1000887,"4,03","-0,06",1075526
Übernachtungen,insgesamt,2013,201311,961516,955625,"-22,66","0,62",1075580
Übernachtungen,insgesamt,2013,201310,1243281,1210957,"0,27","2,67",1075090
Übernachtungen,insgesamt,2013,201309,1239876,1249108,"-3,76","-0,74",1072396
Übernachtungen,insgesamt,2013,201308,1288313,1161236,"2,95","10,94",1073165
Übernachtungen,insgesamt,2013,201307,1251382,1281071,"10,65","-2,32",1062575
Übernachtungen,insgesamt,2013,201306,1130945,1083184,"1,34","4,41",1065050
Übernachtungen,insgesamt,2013,201305,1116021,1070620,"5,27","4,24",1061069
Übernachtungen,insgesamt,2013,201304,1060153,967026,"9,47","9,63",1057286
Übernachtungen,insgesamt,2013,201303,968450,903927,"17,84","7,14",1049525
Übernachtungen,insgesamt,2013,201302,821844,730316,"-0,3","12,53",1044149
Übernachtungen,insgesamt,2013,201301,824297,758415,"-17,64","8,69",1036521
Übernachtungen,insgesamt,2012,201212,1000887,931103,"4,74","7,49",1031031
Übernachtungen,insgesamt,2012,201211,955625,901845,"-21,09","5,96",1025216
Übernachtungen,insgesamt,2012,201210,1210957,1140679,"-3,05","6,16",1020734
Übernachtungen,insgesamt,2012,201209,1249108,1202612,"7,57","3,87",1014878
Übernachtungen,insgesamt,2012,201208,1161236,1069126,"-9,35","8,62",1011003
Übernachtungen,insgesamt,2012,201207,1281071,1277859,"18,27","0,25",1003327
Übernachtungen,insgesamt,2012,201206,1083184,1025704,"1,17","5,6",1003059
Übernachtungen,insgesamt,2012,201205,1070620,995343,"10,71","7,56",998269
Übernachtungen,insgesamt,2012,201204,967026,903980,"6,98","6,97",991996
Übernachtungen,insgesamt,2012,201203,903927,813385,"23,77","11,13",986742
Übernachtungen,insgesamt,2012,201202,730316,744488,"-3,7","-1,9",979197
Übernachtungen,insgesamt,2012,201201,758415,737915,"-18,55","2,78",980378
Übernachtungen,insgesamt,2011,201112,931103,850056,"3,24","9,53",978670
Übernachtungen,insgesamt,2011,201111,901845,828617,"-20,94","8,84",971916
Übernachtungen,insgesamt,2011,201110,1140679,1080161,"-5,15","5,6",965814
Übernachtungen,insgesamt,2011,201109,1202612,1185414,"12,49","1,45",960771
Übernachtungen,insgesamt,2011,201108,1069126,1060762,"-16,33","0,79",959337
Übernachtungen,insgesamt,2011,201107,1277859,1217736,"24,58","4,94",958640
Übernachtungen,insgesamt,2011,201106,1025704,966797,"3,05","6,09",953630
Übernachtungen,insgesamt,2011,201105,995343,958175,"10,11","3,88",948721
Übernachtungen,insgesamt,2011,201104,903980,883731,"11,14","2,29",945624
Übernachtungen,insgesamt,2011,201103,813385,822211,"9,25","-1,07",943936
Übernachtungen,insgesamt,2011,201102,744488,711957,"0,89","4,57",944672
Übernachtungen,insgesamt,2011,201101,737915,590915,"-13,19","24,88",941961
Übernachtungen,insgesamt,2010,201012,850056,803775,"2,59","5,76",929711
Übernachtungen,insgesamt,2010,201011,828617,744388,"-23,29","11,32",925854
Übernachtungen,insgesamt,2010,201010,1080161,995325,"-8,88","8,52",918835
Übernachtungen,insgesamt,2010,201009,1185414,1009452,"11,75","17,43",911766
Übernachtungen,insgesamt,2010,201008,1060762,932327,"-12,89","13,78",897102
Übernachtungen,insgesamt,2010,201007,1217736,1057839,"25,96","15,12",886399
Übernachtungen,insgesamt,2010,201006,966797,788426,"0,9","22,62",873074
Übernachtungen,insgesamt,2010,201005,958175,911721,"8,42","5,1",858210
Übernachtungen,insgesamt,2010,201004,883731,741534,"7,48","19,18",854339
Übernachtungen,insgesamt,2010,201003,822211,709359,"15,49","15,91",842489
Übernachtungen,insgesamt,2010,201002,711957,604183,"20,48","17,84",833085
Übernachtungen,insgesamt,2010,201001,590915,623674,"-26,48","-5,25",824104
Übernachtungen,insgesamt,2009,200912,803775,737298,"7,98","9,02",826834
Übernachtungen,insgesamt,2009,200911,744388,716765,"-25,21","3,85",821294
Übernachtungen,insgesamt,2009,200910,995325,967107,"-1,4","2,92",818992
Übernachtungen,insgesamt,2009,200909,1009452,990289,"8,27","1,94",816640
Übernachtungen,insgesamt,2009,200908,932327,971533,"-11,86","-4,04",815044
Übernachtungen,insgesamt,2009,200907,1057839,1010561,"34,17","4,68",818311
Übernachtungen,insgesamt,2009,200906,788426,858102,"-13,52","-8,12",814371
Übernachtungen,insgesamt,2009,200905,911721,874507,"22,95","4,26",820177
Übernachtungen,insgesamt,2009,200904,741534,787729,"4,54","-5,86",817076
Übernachtungen,insgesamt,2009,200903,709359,703508,"17,41","0,83",820926
Übernachtungen,insgesamt,2009,200902,604183,621442,"-3,13","-2,78",820438
Übernachtungen,insgesamt,2009,200901,623674,605830,"-15,41","2,95",821876
Übernachtungen,insgesamt,2008,200812,737298,752363,"2,86",-2,820389
Übernachtungen,insgesamt,2008,200811,716765,732280,"-25,89","-2,12",821645
Übernachtungen,insgesamt,2008,200810,967107,918632,"-2,34","5,28",822938
Übernachtungen,insgesamt,2008,200809,990289,958374,"1,93","3,33",818898
Übernachtungen,insgesamt,2008,200808,971533,970926,"-3,86","0,06",816238
Übernachtungen,insgesamt,2008,200807,1010561,941520,"17,77","7,33",816188
Übernachtungen,insgesamt,2008,200806,858102,799619,"-1,88","7,31",810434
Übernachtungen,insgesamt,2008,200805,874507,777437,"11,02","12,49",805561
Übernachtungen,insgesamt,2008,200804,787729,786769,"11,97","0,12",797472
Übernachtungen,insgesamt,2008,200803,703508,726153,"13,21","-3,12",797392
Übernachtungen,insgesamt,2008,200802,621442,590314,"2,58","5,27",799279
Übernachtungen,insgesamt,2008,200801,605830,574818,"-19,48","5,4",796685
Übernachtungen,insgesamt,2007,200712,752363,709682,"2,74","6,01",794100
Übernachtungen,insgesamt,2007,200711,732280,665483,"-20,29","10,04",790544
Übernachtungen,insgesamt,2007,200710,918632,861666,"-4,15","6,61",784977
Übernachtungen,insgesamt,2007,200709,958374,935260,"-1,29","2,47",780230
Übernachtungen,insgesamt,2007,200708,970926,872431,"3,12","11,29",778304
Übernachtungen,insgesamt,2007,200707,941520,912927,"17,75","3,13",770096
Übernachtungen,insgesamt,2007,200706,799619,728646,"2,85","9,74",767713
Übernachtungen,insgesamt,2007,200705,777437,814087,"-1,19","-4,5",761799
Übernachtungen,insgesamt,2007,200704,786769,675391,"8,35","16,49",764853
Übernachtungen,insgesamt,2007,200703,726153,661645,"23,01","9,75",755572
Übernachtungen,insgesamt,2007,200702,590314,513391,"2,7","14,98",750196
Übernachtungen,insgesamt,2007,200701,574818,527607,-19,"8,95",743786
Übernachtungen,insgesamt,2006,200612,709682,,"6,64",,739851
Übernachtungen,insgesamt,2006,200611,665483,,"-22,77",,742594
Übernachtungen,insgesamt,2006,200610,861666,,"-7,87",,750305
Übernachtungen,insgesamt,2006,200609,935260,,"7,2",,737932
Übernachtungen,insgesamt,2006,200608,872431,,"-4,44",,713266
Übernachtungen,insgesamt,2006,200607,912927,,"25,29",,690528
Übernachtungen,insgesamt,2006,200606,728646,,"-10,5",,653461
