ZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT,VORJAHRESWERT,VERAEND_VORMONAT_PROZENT,VERAEND_VORJAHRESMONAT_PROZENT,ZWOELF_MONATE_MITTELWERT
Besucher/innen,Tierpark Hellabrunn,2000,200011,50420,,"-30,05",,84262
Besucher/innen,Tierpark Hellabrunn,2000,200010,72083,,"-17,96",,87646
Besucher/innen,Tierpark Hellabrunn,2000,200009,87865,,"-40,5",,89375
Besucher/innen,Tierpark Hellabrunn,2000,200008,147673,,"27,76",,89564
Besucher/innen,Tierpark Hellabrunn,2000,200007,115589,,"15,49",,81263
Besucher/innen,Tierpark Hellabrunn,2000,200006,100089,,"20,7",,75542
Besucher/innen,Tierpark Hellabrunn,2000,200005,82923,,"-45,63",,70633
Besucher/innen,Tierpark Hellabrunn,2000,200004,152503,,"238,05",,67560
Besucher/innen,Tierpark Hellabrunn,2000,200003,45113,,"13,95",,39246
Besucher/innen,Tierpark Hellabrunn,2000,200002,39591,,"19,85",,36312
Besucher/innen,Tierpark Hellabrunn,2000,200001,33033,,,,33033
